,Wave,Age,Gender,Location,MajorCategory,Category,Channel,Budget,InteractionType,TotalSales
727,8,A,M,Tier 1,Skincare,Lotions,B&M,25000,Click,25000
728,8,E,F,Tier 5,Skincare,Lipstick,Mobile,25000,Click,100000
729,8,F,F,Tier 1,Skincare,Lotions,Social Media,750000,Click,375000
730,8,A,M,Tier 2,Makeup,Lipstick,Mobile,750000,Click,750000
731,8,F,M,Tier 3,Skincare,Lipstick,Online,750000,Click,375000
732,8,A,F,Tier 4,Makeup,Lipstick,Online,100000,Click,25000
733,8,D,M,Tier 4,Makeup,Serums,Mobile,25000,View,200000
734,8,B,F,Tier 1,Makeup,Lotions,Online,100000,Purchase,750000
735,8,C,M,Tier 4,Skincare,Serums,B&M,25000,Basket Add,750000
736,8,A,F,Tier 5,Makeup,Lipstick,Online,100000,Purchase,25000
737,8,D,M,Tier 3,Makeup,Serums,Online,200000,Click,750000
738,8,C,M,Tier 2,Makeup,Foundation,B&M,200000,Purchase,375000
739,8,F,M,Tier 4,Skincare,Lipstick,Online,750000,Basket Add,750000
740,8,B,F,Tier 1,Makeup,Lipstick,Online,750000,View,375000
741,8,E,F,Tier 4,Skincare,Lipstick,Online,200000,View,25000
742,8,E,F,Tier 5,Makeup,Serums,Mobile,375000,Click,25000
743,8,C,F,Tier 2,Skincare,Lotions,Social Media,375000,Basket Add,200000
744,8,C,M,Tier 5,Skincare,Lotions,Mobile,25000,View,100000
745,8,C,M,Tier 1,Makeup,Lipstick,Mobile,750000,Basket Add,100000
746,8,D,M,Tier 4,Makeup,Serums,B&M,200000,View,375000
747,8,B,F,Tier 2,Skincare,Lipstick,Online,100000,Purchase,750000
748,8,C,M,Tier 3,Skincare,Lotions,Mobile,375000,Click,200000
749,8,D,F,Tier 1,Makeup,Lipstick,Online,200000,Basket Add,200000
750,8,F,F,Tier 1,Skincare,Lotions,B&M,375000,View,375000
751,8,C,F,Tier 2,Makeup,Lipstick,B&M,100000,Purchase,750000
752,8,C,M,Tier 1,Makeup,Lotions,Social Media,25000,Basket Add,25000
753,8,F,M,Tier 4,Makeup,Foundation,Online,25000,Basket Add,750000
754,8,F,M,Tier 3,Skincare,Foundation,Social Media,25000,Purchase,200000
755,8,D,M,Tier 4,Makeup,Lipstick,Online,25000,Click,100000
756,8,F,M,Tier 1,Makeup,Lipstick,Online,200000,Basket Add,25000
757,8,F,F,Tier 1,Skincare,Lotions,B&M,25000,Basket Add,200000
758,8,C,F,Tier 5,Makeup,Serums,Social Media,375000,Basket Add,375000
759,8,B,F,Tier 4,Makeup,Serums,Social Media,100000,View,200000
760,8,B,F,Tier 5,Skincare,Foundation,Online,200000,Purchase,750000
761,8,C,M,Tier 2,Skincare,Foundation,B&M,750000,Click,375000
762,8,D,F,Tier 2,Skincare,Serums,Online,25000,Purchase,25000
763,8,E,F,Tier 2,Makeup,Serums,Mobile,375000,Purchase,100000
764,8,B,F,Tier 5,Makeup,Lotions,B&M,100000,Purchase,25000
765,8,F,M,Tier 3,Skincare,Lipstick,Mobile,750000,Basket Add,100000
766,8,A,F,Tier 5,Skincare,Serums,Social Media,750000,Basket Add,100000
767,8,C,F,Tier 2,Skincare,Lipstick,Social Media,375000,Purchase,200000
768,8,A,F,Tier 2,Skincare,Serums,Social Media,750000,View,25000
769,8,E,F,Tier 3,Skincare,Lotions,B&M,25000,Click,375000
770,8,C,F,Tier 1,Makeup,Foundation,Social Media,375000,Basket Add,200000
771,8,F,M,Tier 5,Makeup,Lipstick,B&M,25000,Purchase,375000
772,8,D,M,Tier 1,Makeup,Lipstick,Social Media,25000,Basket Add,25000
773,8,B,M,Tier 3,Skincare,Serums,Online,750000,View,200000
774,8,D,M,Tier 1,Makeup,Serums,Mobile,100000,Purchase,750000
775,8,F,M,Tier 4,Skincare,Lipstick,Online,750000,View,200000
776,8,B,M,Tier 4,Makeup,Lotions,Social Media,25000,Click,200000
777,8,F,M,Tier 4,Skincare,Lotions,B&M,100000,Click,375000
778,8,D,F,Tier 1,Skincare,Foundation,Social Media,100000,Basket Add,200000
779,8,B,M,Tier 1,Makeup,Lipstick,Mobile,750000,View,750000
780,8,B,M,Tier 3,Skincare,Serums,Social Media,200000,Purchase,750000
781,8,C,F,Tier 3,Makeup,Lotions,Online,25000,View,25000
782,8,A,M,Tier 5,Makeup,Lipstick,Social Media,25000,Basket Add,375000
783,8,F,M,Tier 5,Makeup,Lipstick,B&M,200000,Purchase,200000
784,8,C,F,Tier 5,Makeup,Foundation,Online,200000,View,100000
785,8,B,M,Tier 4,Makeup,Serums,Online,375000,Purchase,375000
786,8,D,F,Tier 5,Skincare,Foundation,B&M,375000,Basket Add,750000
787,8,D,F,Tier 2,Skincare,Serums,B&M,750000,Purchase,750000
788,8,A,F,Tier 3,Makeup,Serums,Social Media,750000,View,750000
789,8,C,M,Tier 3,Makeup,Lotions,B&M,750000,View,750000
790,8,B,F,Tier 5,Makeup,Serums,B&M,200000,Purchase,25000
791,8,C,M,Tier 4,Makeup,Serums,Social Media,25000,Purchase,25000
792,8,A,F,Tier 1,Makeup,Foundation,Mobile,25000,Basket Add,200000
793,8,A,M,Tier 1,Makeup,Lipstick,Social Media,375000,Click,100000
794,8,D,M,Tier 5,Makeup,Serums,Social Media,25000,View,375000
795,8,A,M,Tier 4,Makeup,Serums,Mobile,200000,Click,200000
796,8,F,F,Tier 1,Makeup,Lipstick,B&M,375000,Click,750000
797,8,B,F,Tier 1,Makeup,Lipstick,Social Media,100000,View,200000
798,8,A,F,Tier 5,Skincare,Lotions,Online,375000,Basket Add,100000
799,8,D,F,Tier 5,Skincare,Foundation,Social Media,25000,Basket Add,750000
800,9,B,F,Tier 1,Makeup,Foundation,B&M,200000,Click,200000
801,9,A,M,Tier 1,Makeup,Serums,Online,750000,View,750000
802,9,F,M,Tier 3,Makeup,Foundation,Social Media,750000,Basket Add,100000
803,9,B,F,Tier 2,Skincare,Lotions,Mobile,25000,View,25000
804,9,F,M,Tier 4,Makeup,Serums,Online,750000,Purchase,25000
805,9,D,M,Tier 5,Skincare,Lotions,B&M,200000,Purchase,200000
806,9,F,F,Tier 3,Skincare,Serums,B&M,375000,Click,100000
807,9,D,M,Tier 4,Skincare,Lotions,B&M,25000,View,25000
808,9,F,M,Tier 1,Makeup,Lotions,Online,100000,View,750000
809,9,F,M,Tier 5,Makeup,Serums,Mobile,25000,Basket Add,200000
810,9,F,M,Tier 4,Skincare,Lotions,B&M,200000,Click,750000
811,9,C,F,Tier 4,Skincare,Foundation,Social Media,100000,Click,750000
812,9,F,M,Tier 5,Skincare,Lipstick,Social Media,750000,View,100000
813,9,A,F,Tier 2,Skincare,Lipstick,Online,375000,Click,375000
814,9,D,F,Tier 5,Skincare,Lotions,Online,25000,Basket Add,750000
815,9,F,M,Tier 2,Makeup,Lipstick,Mobile,25000,Basket Add,25000
816,9,A,F,Tier 1,Makeup,Lipstick,Social Media,375000,View,200000
817,9,A,M,Tier 2,Makeup,Lipstick,Mobile,750000,View,750000
818,9,C,F,Tier 1,Skincare,Foundation,B&M,25000,View,750000
819,9,A,F,Tier 2,Makeup,Foundation,Mobile,200000,View,200000
820,9,A,M,Tier 5,Makeup,Lotions,Online,750000,Purchase,100000
821,9,D,M,Tier 4,Makeup,Lipstick,Mobile,375000,View,25000
822,9,E,M,Tier 3,Makeup,Foundation,Online,750000,Click,750000
823,9,E,F,Tier 5,Skincare,Foundation,B&M,375000,Click,25000
824,9,D,F,Tier 4,Makeup,Foundation,B&M,100000,Click,200000
825,9,D,M,Tier 5,Skincare,Foundation,Online,25000,Basket Add,25000
826,9,C,M,Tier 2,Skincare,Foundation,Mobile,200000,View,200000
827,9,A,F,Tier 2,Makeup,Foundation,Mobile,200000,Basket Add,375000
828,9,B,F,Tier 4,Makeup,Foundation,Mobile,375000,Click,200000
829,9,A,F,Tier 1,Skincare,Lotions,Online,750000,Basket Add,25000
830,9,F,F,Tier 1,Makeup,Foundation,Online,100000,View,200000
831,9,E,F,Tier 5,Makeup,Lipstick,Online,750000,Click,750000
832,9,C,F,Tier 4,Skincare,Lotions,B&M,750000,View,25000
833,9,B,M,Tier 4,Skincare,Lipstick,Mobile,750000,View,100000
834,9,C,F,Tier 3,Skincare,Lipstick,Mobile,100000,Click,100000
835,9,C,F,Tier 3,Makeup,Serums,Online,375000,Basket Add,100000
836,9,A,M,Tier 2,Makeup,Lipstick,Online,100000,View,100000
837,9,F,F,Tier 5,Makeup,Lipstick,Online,200000,Click,750000
838,9,D,F,Tier 4,Makeup,Foundation,Mobile,200000,Purchase,25000
839,9,F,F,Tier 4,Makeup,Lotions,Social Media,750000,Click,25000
840,9,B,M,Tier 1,Makeup,Lipstick,Social Media,100000,Purchase,750000
841,9,B,F,Tier 5,Makeup,Serums,B&M,25000,Click,750000
842,9,A,F,Tier 1,Skincare,Serums,Mobile,25000,Purchase,375000
843,9,C,F,Tier 2,Skincare,Lotions,Social Media,25000,Click,375000
844,9,B,M,Tier 1,Makeup,Lipstick,Social Media,750000,Click,375000
845,9,D,M,Tier 5,Makeup,Lotions,B&M,375000,View,750000
846,9,B,M,Tier 2,Skincare,Foundation,B&M,25000,Basket Add,200000
847,9,F,M,Tier 4,Makeup,Foundation,Mobile,750000,Purchase,200000
848,9,F,M,Tier 1,Skincare,Lipstick,B&M,100000,Basket Add,25000
849,9,E,F,Tier 1,Skincare,Serums,Mobile,375000,Purchase,100000
850,9,C,F,Tier 1,Makeup,Lotions,Online,750000,Basket Add,375000
851,9,A,F,Tier 3,Makeup,Foundation,Online,750000,Basket Add,750000
852,9,E,M,Tier 3,Skincare,Serums,Online,100000,Basket Add,25000
853,9,E,F,Tier 3,Makeup,Lotions,Mobile,25000,Basket Add,750000
854,9,C,F,Tier 2,Makeup,Serums,Social Media,750000,Basket Add,750000
855,9,E,M,Tier 5,Makeup,Foundation,B&M,100000,Basket Add,750000
856,9,C,F,Tier 4,Skincare,Lipstick,Mobile,750000,View,200000
857,9,E,M,Tier 1,Makeup,Foundation,Social Media,375000,View,375000
858,9,B,M,Tier 2,Skincare,Lipstick,Social Media,25000,Purchase,750000
859,9,D,M,Tier 3,Makeup,Lipstick,B&M,25000,Basket Add,25000
860,9,B,M,Tier 2,Makeup,Serums,Social Media,375000,Purchase,25000
861,9,C,F,Tier 3,Skincare,Lipstick,Mobile,100000,Basket Add,25000
862,9,A,F,Tier 3,Skincare,Lipstick,Mobile,200000,Purchase,100000
863,9,A,F,Tier 5,Makeup,Serums,B&M,375000,View,100000
864,9,B,F,Tier 5,Skincare,Lotions,Online,375000,View,100000
865,9,E,M,Tier 5,Makeup,Foundation,Social Media,100000,Basket Add,100000
866,9,C,F,Tier 5,Skincare,Foundation,Social Media,200000,Basket Add,750000
867,9,A,M,Tier 4,Skincare,Lipstick,B&M,375000,Click,200000
868,9,C,F,Tier 2,Skincare,Lipstick,Social Media,100000,Basket Add,375000
869,9,F,M,Tier 1,Makeup,Lipstick,B&M,100000,View,200000
870,9,A,F,Tier 3,Makeup,Foundation,Social Media,200000,Click,100000
871,9,A,F,Tier 3,Skincare,Lotions,Social Media,200000,Purchase,100000
872,9,D,M,Tier 5,Makeup,Foundation,Mobile,375000,Purchase,100000
873,9,A,F,Tier 1,Skincare,Lipstick,Social Media,750000,Basket Add,750000
874,9,E,F,Tier 2,Skincare,Lotions,Social Media,200000,View,200000
875,9,D,M,Tier 1,Makeup,Foundation,B&M,375000,Purchase,375000
876,9,C,F,Tier 5,Skincare,Lipstick,Mobile,200000,Basket Add,200000
877,9,C,M,Tier 1,Makeup,Lipstick,B&M,25000,View,25000
878,9,F,F,Tier 2,Skincare,Foundation,B&M,25000,Click,200000
879,9,F,M,Tier 1,Makeup,Serums,B&M,750000,Click,750000
880,9,A,F,Tier 4,Skincare,Foundation,Social Media,750000,Basket Add,375000
881,9,F,M,Tier 5,Skincare,Serums,Mobile,375000,Click,100000
882,9,B,F,Tier 1,Makeup,Lotions,Social Media,750000,Purchase,200000
883,9,B,M,Tier 3,Skincare,Lotions,B&M,200000,Purchase,750000
884,9,F,F,Tier 5,Makeup,Lipstick,Online,100000,Purchase,750000
885,9,F,M,Tier 5,Skincare,Lipstick,Mobile,100000,Basket Add,25000
886,9,C,M,Tier 5,Skincare,Lipstick,B&M,200000,Click,100000
887,9,A,M,Tier 2,Skincare,Foundation,Social Media,200000,Click,25000
888,9,D,M,Tier 5,Skincare,Foundation,B&M,25000,Purchase,750000
889,9,E,M,Tier 4,Makeup,Foundation,Social Media,375000,View,750000
890,9,B,M,Tier 5,Skincare,Lotions,Mobile,375000,Basket Add,100000
891,9,A,M,Tier 3,Skincare,Lipstick,Mobile,100000,Purchase,25000
892,9,D,F,Tier 2,Skincare,Foundation,Online,200000,View,750000
893,9,A,F,Tier 1,Skincare,Lipstick,Social Media,200000,View,25000
894,9,F,F,Tier 1,Makeup,Lipstick,Online,375000,Basket Add,375000
895,9,E,F,Tier 5,Makeup,Lipstick,B&M,375000,Basket Add,375000
896,9,B,F,Tier 2,Makeup,Foundation,Social Media,200000,Click,750000
897,9,F,F,Tier 2,Skincare,Lotions,Social Media,375000,Basket Add,200000
898,9,D,F,Tier 5,Skincare,Foundation,Mobile,100000,View,25000
899,9,C,M,Tier 1,Skincare,Lotions,Online,375000,Click,200000
900,10,E,F,Tier 3,Skincare,Serums,Online,200000,View,750000
901,10,F,F,Tier 3,Makeup,Lipstick,Online,750000,Click,750000
902,10,C,M,Tier 4,Makeup,Foundation,Online,375000,View,200000
903,10,F,F,Tier 4,Skincare,Foundation,Mobile,25000,Purchase,750000
904,10,D,M,Tier 3,Makeup,Serums,Online,750000,Purchase,25000
905,10,A,F,Tier 3,Skincare,Lotions,B&M,375000,Click,750000
906,10,C,F,Tier 2,Makeup,Foundation,Mobile,750000,Basket Add,100000
907,10,E,M,Tier 3,Skincare,Lotions,B&M,375000,Purchase,375000
908,10,D,M,Tier 5,Skincare,Lotions,Mobile,200000,Click,200000
909,10,B,M,Tier 3,Skincare,Lipstick,B&M,375000,View,100000
910,10,B,M,Tier 5,Skincare,Serums,Mobile,25000,View,375000
911,10,F,M,Tier 4,Makeup,Foundation,Online,25000,Purchase,200000
912,10,F,F,Tier 3,Skincare,Lipstick,B&M,100000,Purchase,200000
913,10,F,F,Tier 3,Makeup,Lotions,Social Media,100000,Purchase,25000
914,10,F,M,Tier 2,Skincare,Lipstick,Online,375000,Basket Add,375000
915,10,E,F,Tier 1,Makeup,Serums,Online,200000,Basket Add,100000
916,10,E,F,Tier 5,Skincare,Lotions,B&M,25000,Basket Add,750000
917,10,B,F,Tier 3,Skincare,Lotions,B&M,25000,Basket Add,100000
918,10,D,F,Tier 4,Skincare,Lipstick,Online,200000,Basket Add,100000
919,10,E,M,Tier 4,Skincare,Lotions,B&M,100000,View,100000
920,10,A,F,Tier 4,Skincare,Foundation,B&M,200000,Basket Add,100000
921,10,A,M,Tier 2,Makeup,Serums,Social Media,200000,Click,375000
922,10,C,M,Tier 3,Makeup,Serums,B&M,25000,Click,25000
923,10,A,F,Tier 4,Skincare,Lipstick,Mobile,375000,Click,25000
924,10,B,M,Tier 1,Skincare,Serums,Mobile,750000,View,25000
925,10,F,F,Tier 1,Skincare,Lotions,Social Media,200000,View,100000
926,10,E,M,Tier 5,Makeup,Foundation,B&M,100000,Basket Add,25000
927,10,D,F,Tier 2,Skincare,Foundation,Online,200000,View,100000
928,10,C,M,Tier 3,Skincare,Serums,Online,25000,Click,25000
929,10,B,F,Tier 3,Makeup,Lipstick,Mobile,750000,Purchase,25000
930,10,F,F,Tier 3,Makeup,Lipstick,Online,100000,Click,200000
931,10,C,F,Tier 2,Skincare,Serums,Online,25000,Click,25000
932,10,D,F,Tier 1,Makeup,Lipstick,Mobile,25000,Basket Add,25000
933,10,C,F,Tier 3,Makeup,Foundation,B&M,100000,Basket Add,750000
934,10,C,F,Tier 5,Skincare,Foundation,B&M,100000,View,750000
935,10,F,M,Tier 3,Skincare,Lotions,B&M,750000,Basket Add,375000
936,10,F,M,Tier 3,Skincare,Foundation,Social Media,100000,Basket Add,200000
937,10,C,M,Tier 2,Makeup,Serums,B&M,100000,View,750000
938,10,F,F,Tier 1,Skincare,Lotions,Social Media,200000,Purchase,375000
939,10,F,M,Tier 4,Skincare,Lotions,B&M,750000,Purchase,375000
940,10,C,F,Tier 2,Skincare,Foundation,Social Media,750000,Click,25000
941,10,D,F,Tier 1,Makeup,Lotions,Online,100000,Purchase,100000
942,10,D,M,Tier 4,Makeup,Serums,B&M,25000,Click,100000
943,10,A,M,Tier 2,Makeup,Lotions,Mobile,100000,Basket Add,200000
944,10,D,F,Tier 3,Makeup,Lipstick,Social Media,200000,View,25000
945,10,F,F,Tier 1,Skincare,Serums,Mobile,25000,Purchase,750000
946,10,C,M,Tier 3,Makeup,Foundation,B&M,25000,Purchase,750000
947,10,A,F,Tier 3,Skincare,Lotions,B&M,100000,Click,750000
948,10,B,M,Tier 4,Makeup,Lotions,Social Media,25000,View,375000
949,10,C,M,Tier 5,Skincare,Serums,B&M,100000,View,375000
950,10,A,M,Tier 1,Skincare,Lotions,Social Media,100000,Click,375000
951,10,D,F,Tier 2,Skincare,Lipstick,Online,100000,Basket Add,375000
952,10,D,F,Tier 5,Makeup,Lotions,B&M,200000,View,25000
953,10,B,F,Tier 1,Skincare,Lipstick,Mobile,25000,View,750000
954,10,C,F,Tier 1,Skincare,Lipstick,Mobile,25000,View,100000
955,10,C,M,Tier 2,Skincare,Serums,B&M,100000,Click,375000
956,10,E,F,Tier 2,Skincare,Lotions,Mobile,200000,Basket Add,750000
957,10,A,M,Tier 2,Makeup,Serums,Online,200000,Purchase,100000
958,10,E,M,Tier 3,Skincare,Foundation,Mobile,25000,Purchase,200000
959,10,B,F,Tier 3,Skincare,Serums,Social Media,25000,Click,25000
960,10,C,M,Tier 3,Skincare,Serums,Online,200000,View,750000
961,10,F,M,Tier 4,Skincare,Foundation,B&M,375000,View,375000
962,10,D,F,Tier 5,Skincare,Lipstick,Mobile,750000,View,375000
963,10,F,M,Tier 3,Makeup,Foundation,Social Media,100000,Click,750000
964,10,D,M,Tier 1,Skincare,Lotions,Online,25000,Purchase,375000
965,10,E,F,Tier 3,Skincare,Foundation,Social Media,750000,Click,25000
966,10,A,M,Tier 5,Makeup,Foundation,Social Media,25000,Basket Add,25000
967,10,C,F,Tier 1,Skincare,Lipstick,Social Media,200000,Click,100000
968,10,B,F,Tier 5,Makeup,Lotions,Social Media,200000,Purchase,375000
969,10,D,M,Tier 1,Makeup,Lipstick,Mobile,375000,Basket Add,375000
970,10,A,M,Tier 5,Skincare,Foundation,Mobile,200000,Purchase,375000
971,10,A,M,Tier 1,Skincare,Lipstick,B&M,750000,Purchase,375000
972,10,C,M,Tier 4,Skincare,Lipstick,Online,375000,Click,750000
973,10,B,M,Tier 3,Makeup,Lotions,Mobile,100000,View,750000
974,10,D,M,Tier 4,Makeup,Foundation,Mobile,750000,Click,200000
975,10,F,M,Tier 4,Skincare,Lotions,B&M,375000,Basket Add,375000
976,10,B,M,Tier 2,Makeup,Lotions,Online,200000,View,100000
977,10,A,M,Tier 3,Skincare,Lotions,B&M,100000,Click,750000
978,10,C,F,Tier 5,Skincare,Foundation,Social Media,100000,Click,25000
979,10,F,M,Tier 4,Skincare,Foundation,B&M,200000,Click,375000
980,10,B,F,Tier 4,Skincare,Foundation,Online,100000,Click,750000
981,10,A,F,Tier 1,Makeup,Foundation,Online,25000,Purchase,100000
982,10,E,M,Tier 3,Makeup,Foundation,B&M,200000,Basket Add,200000
983,10,D,M,Tier 5,Makeup,Lotions,Social Media,750000,View,25000
984,10,B,F,Tier 4,Makeup,Lotions,B&M,200000,Purchase,750000
985,10,C,F,Tier 2,Makeup,Lipstick,Online,200000,Basket Add,100000
986,10,B,M,Tier 1,Skincare,Lipstick,Mobile,25000,Basket Add,100000
987,10,E,F,Tier 2,Makeup,Lipstick,Social Media,100000,Basket Add,375000
988,10,F,M,Tier 4,Makeup,Lipstick,B&M,750000,Basket Add,25000
989,10,D,F,Tier 3,Skincare,Lipstick,Online,25000,Click,100000
990,10,A,M,Tier 2,Makeup,Lotions,B&M,25000,Purchase,100000
991,10,F,M,Tier 2,Skincare,Serums,Online,375000,Purchase,100000
992,10,F,M,Tier 4,Makeup,Serums,B&M,100000,Click,100000
993,10,A,M,Tier 3,Skincare,Lipstick,Online,750000,Click,200000
994,10,C,F,Tier 1,Makeup,Foundation,B&M,25000,Click,200000
995,10,F,F,Tier 5,Skincare,Lotions,Online,750000,Click,375000
996,10,F,M,Tier 5,Skincare,Lipstick,Social Media,100000,View,750000
997,10,B,M,Tier 1,Makeup,Lipstick,Mobile,100000,View,750000
998,10,F,M,Tier 1,Makeup,Lipstick,Online,100000,Purchase,750000
999,10,F,F,Tier 4,Makeup,Foundation,Mobile,100000,Basket Add,200000
